--技能的相关文字,这里命名规范一下
--S1L1name其中s1表示是技能1,L1表示是等级1,Name表示是名字,Desc表示说明,其他...
Skill=
{
s0Name="Thử nghiệm",	s0Desc="Thử nghiệm",
s58L49Desc="Hiệu quả: <(c0xFF66ccff)Gây 35523 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s58L50Desc="Hiệu quả: <(c0xFF66ccff)Gây 36064 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",




s80L1Desc="Tấn công mục tiêu ở hai ô phía trước, gây 100% sát thương vật lý cho mục tiêu thứ nhất, gây 60% sát thương và bỏ qua phòng ngự cho mục tiêu thứ hai",
s80L2Desc="Tấn công mục tiêu ở hai ô phía trước, gây 100% sát thương vật lý cho mục tiêu thứ nhất, gây 70% sát thương và bỏ qua phòng ngự cho mục tiêu thứ hai",
s80L3Desc="Tấn công mục tiêu ở hai ô phía trước, gây 100% sát thương vật lý cho mục tiêu thứ nhất, gây 80% sát thương và bỏ qua phòng ngự cho mục tiêu thứ hai",
s80L4Desc="Tấn công mục tiêu ở hai ô phía trước, gây 100% sát thương vật lý cho mục tiêu thứ nhất, gây 90% sát thương và bỏ qua phòng ngự cho mục tiêu thứ hai",
s80L5Desc="Tấn công mục tiêu ở hai ô phía trước, gây 100% sát thương vật lý cho mục tiêu thứ nhất, gây 100% sát thương và bỏ qua phòng ngự cho mục tiêu thứ hai",
s81L1Desc="Tấn công mục tiêu gây 100% sát thương, đồng thời gây 20% sát thương cho các mục tiêu lân cận.",
s81L2Desc="Tấn công mục tiêu gây 100% sát thương, đồng thời gây 27% sát thương cho các mục tiêu lân cận.",
s81L3Desc="Tấn công mục tiêu gây 100% sát thương, đồng thời gây 34% sát thương cho các mục tiêu lân cận.",
s81L4Desc="Tấn công mục tiêu gây 100% sát thương, đồng thời gây 42% sát thương cho các mục tiêu lân cận.",
s81L5Desc="Tấn công mục tiêu gây 100% sát thương, đồng thời gây 50% sát thương cho các mục tiêu lân cận.",
s82L1Desc="Khiến đòn tấn công tiếp theo gây 240% sát thương cho mục tiêu, thời gian hồi: 10 giây",
s82L2Desc="Khiến đòn tấn công tiếp theo gây 270% sát thương cho mục tiêu, thời gian hồi: 10 giây",
s82L3Desc="Khiến đòn tấn công tiếp theo gây 300% sát thương cho mục tiêu, thời gian hồi: 10 giây",
s82L4Desc="Khiến đòn tấn công tiếp theo gây 330% sát thương cho mục tiêu, thời gian hồi: 10 giây",
s82L5Desc="Khiến đòn tấn công tiếp theo gây 360% sát thương cho mục tiêu, thời gian hồi: 10 giây",
s83L1Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 50% sát thương vật lý và làm giảm 60 điểm tấn công vật lý tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s83L2Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 55% sát thương vật lý và làm giảm 70 điểm tấn công vật lý tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s83L3Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 60% sát thương vật lý và làm giảm 80 điểm tấn công vật lý tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s83L4Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 65% sát thương vật lý và làm giảm 90 điểm tấn công vật lý tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s83L5Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 70% sát thương vật lý và làm giảm 100 điểm tấn công vật lý tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s84L1Desc="Triệu hồi một tia sét từ trên không tấn công mục tiêu, gây 80% tấn công ma pháp cộng thêm 65 điểm sát thương ma pháp",
s84L2Desc="Triệu hồi một tia sét từ trên không tấn công mục tiêu, gây 85% tấn công ma pháp cộng thêm 80 điểm sát thương ma pháp",
s84L3Desc="Triệu hồi một tia sét từ trên không tấn công mục tiêu, gây 90% tấn công ma pháp cộng thêm 95 điểm sát thương ma pháp",
s84L4Desc="Triệu hồi một tia sét từ trên không tấn công mục tiêu, gây 95% tấn công ma pháp cộng thêm 110 điểm sát thương ma pháp",
s84L5Desc="Triệu hồi một tia sét từ trên không tấn công mục tiêu, gây 100% tấn công ma pháp cộng thêm 125 điểm sát thương ma pháp",
s85L1Desc="Kỹ năng lính đánh thuê, gây 80% tấn công ma pháp cộng thêm 160 điểm sát thương ma pháp cho mục tiêu trong phạm vi 3x3, thời gian hồi: 5 giây",
s85L2Desc="Kỹ năng lính đánh thuê, gây 85% tấn công ma pháp cộng thêm 184 điểm sát thương ma pháp cho mục tiêu trong phạm vi 3x3, thời gian hồi: 5 giây",
s85L3Desc="Kỹ năng lính đánh thuê, gây 90% tấn công ma pháp cộng thêm 208 điểm sát thương ma pháp cho mục tiêu trong phạm vi 3x3, thời gian hồi: 5 giây",
s85L4Desc="Kỹ năng lính đánh thuê, gây 95% tấn công ma pháp cộng thêm 232 điểm sát thương ma pháp cho mục tiêu trong phạm vi 3x3, thời gian hồi: 5 giây",
s85L5Desc="Kỹ năng lính đánh thuê, gây 100% tấn công ma pháp cộng thêm 256 điểm sát thương ma pháp cho mục tiêu trong phạm vi 3x3, thời gian hồi: 5 giây",
s86L1Desc="Ngưng tụ một khiên ma pháp kéo dài 20 giây để giảm 24% sát thương từ đòn tấn công vật lý và ma pháp cho bản thân. Thời gian hồi: 5 giây",
s86L2Desc="Ngưng tụ một khiên ma pháp kéo dài 30 giây để giảm 28% sát thương từ đòn tấn công vật lý và ma pháp cho bản thân. Thời gian hồi: 5 giây",
s86L3Desc="Ngưng tụ một khiên ma pháp kéo dài 40 giây để giảm 32% sát thương từ đòn tấn công vật lý và ma pháp cho bản thân. Thời gian hồi: 5 giây",
s86L4Desc="Ngưng tụ một khiên ma pháp kéo dài 50 giây để giảm 36% sát thương từ đòn tấn công vật lý và ma pháp cho bản thân. Thời gian hồi: 5 giây",
s86L5Desc="Ngưng tụ một khiên ma pháp kéo dài 60 giây để giảm 40% sát thương từ đòn tấn công vật lý và ma pháp cho bản thân. Thời gian hồi: 5 giây",
s87L1Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 50% tấn công ma pháp và làm giảm 60 điểm tấn công ma pháp tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s87L2Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 55% tấn công ma pháp và làm giảm 70 điểm tấn công ma pháp tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s87L3Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 60% tấn công ma pháp và làm giảm 80 điểm tấn công ma pháp tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s87L4Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 65% tấn công ma pháp và làm giảm 90 điểm tấn công ma pháp tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s87L5Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 70% tấn công ma pháp và làm giảm 100 điểm tấn công ma pháp tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s88L1Desc="Pháp thuật tầm xa, dùng bùa chú tấn công kẻ địch. Gây 80% tấn công đạo thuật cộng thêm 50 điểm sát thương cho mục tiêu",
s88L2Desc="Pháp thuật tầm xa, dùng bùa chú tấn công kẻ địch. Gây 85% tấn công đạo thuật cộng thêm 65 điểm sát thương cho mục tiêu",
s88L3Desc="Pháp thuật tầm xa, dùng bùa chú tấn công kẻ địch. Gây 90% tấn công đạo thuật cộng thêm 80 điểm sát thương cho mục tiêu",
s88L4Desc="Pháp thuật tầm xa, dùng bùa chú tấn công kẻ địch. Gây 95% tấn công đạo thuật cộng thêm 95 điểm sát thương cho mục tiêu",
s88L5Desc="Pháp thuật tầm xa, dùng bùa chú tấn công kẻ địch. Gây 100% tấn công đạo thuật cộng thêm 110 điểm sát thương cho mục tiêu",
s89L1Desc="Trong lúc chiến đấu, có thể thi triển thuật trị liệu cho bản thân và chủ nhân, mỗi giây hồi phục 80 điểm sinh lực, kéo dài 8 giây, thời gian hồi: 30 giây",
s89L2Desc="Trong lúc chiến đấu, có thể thi triển thuật trị liệu cho bản thân và chủ nhân, mỗi giây hồi phục 100 điểm sinh lực, kéo dài 10 giây, thời gian hồi: 28 giây",
s89L3Desc="Trong lúc chiến đấu, có thể thi triển thuật trị liệu cho bản thân và chủ nhân, mỗi giây hồi phục 120 điểm sinh lực, kéo dài 12 giây, thời gian hồi: 26 giây",
s89L4Desc="Trong lúc chiến đấu, có thể thi triển thuật trị liệu cho bản thân và chủ nhân, mỗi giây hồi phục 150 điểm sinh lực, kéo dài 14 giây, thời gian hồi: 24 giây",
s89L5Desc="Trong lúc chiến đấu, có thể thi triển thuật trị liệu cho bản thân và chủ nhân, mỗi giây hồi phục 200 điểm sinh lực, kéo dài 16 giây, thời gian hồi: 22 giây",
s90L1Desc="Trong lúc chiến đấu, có thể tăng 15 điểm phòng ngự ma pháp và phòng ngự vật lý tối đa cho bản thân và chủ nhân. Kéo dài 20 giây, thời gian hồi: 20 giây",
s90L2Desc="Trong lúc chiến đấu, có thể tăng 30 điểm phòng ngự ma pháp và phòng ngự vật lý tối đa cho bản thân và chủ nhân. Kéo dài 30 giây, thời gian hồi: 20 giây",
s90L3Desc="Trong lúc chiến đấu, có thể tăng 45 điểm phòng ngự ma pháp và phòng ngự vật lý tối đa cho bản thân và chủ nhân. Kéo dài 40 giây, thời gian hồi: 20 giây",
s90L4Desc="Trong lúc chiến đấu, có thể tăng 60 điểm phòng ngự ma pháp và phòng ngự vật lý tối đa cho bản thân và chủ nhân. Kéo dài 50 giây, thời gian hồi: 20 giây",
s90L5Desc="Trong lúc chiến đấu, có thể tăng 80 điểm phòng ngự ma pháp và phòng ngự vật lý tối đa cho bản thân và chủ nhân. Kéo dài 60 giây, thời gian hồi: 20 giây",
s91L1Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 50% tấn công đạo thuật và làm giảm 60 điểm tấn công đạo thuật tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s91L2Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 55% tấn công đạo thuật và làm giảm 70 điểm tấn công đạo thuật tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s91L3Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 60% tấn công đạo thuật và làm giảm 80 điểm tấn công đạo thuật tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s91L4Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 65% tấn công đạo thuật và làm giảm 90 điểm tấn công đạo thuật tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s91L5Desc="Tấn công tất cả mục tiêu trong phạm vi 9X9 với lính đánh thuê là trung tâm, gây 70% tấn công đạo thuật và làm giảm 100 điểm tấn công đạo thuật tối đa của mục tiêu, kéo dài 5 giây, thời gian hồi: 30 giây",
s92L1Desc="Khi lính đánh thuê xuất chiến, tăng 1% sinh lực, ma lực của nhân vật và lính đánh thuê",
s92L2Desc="Khi lính đánh thuê xuất chiến, tăng 2% sinh lực, ma lực của nhân vật và lính đánh thuê",
s92L3Desc="Khi lính đánh thuê xuất chiến, tăng 3% sinh lực, ma lực của nhân vật và lính đánh thuê",
s92L4Desc="Khi lính đánh thuê xuất chiến, tăng 4% sinh lực, ma lực của nhân vật và lính đánh thuê",
s92L5Desc="Khi lính đánh thuê xuất chiến, tăng 5% sinh lực, ma lực của nhân vật và lính đánh thuê",
s93L1Desc="Khi lính đánh thuê xuất chiến, tăng 25 điểm tất cả tấn công tối đa của lính đánh thuê và người chơi",
s93L2Desc="Khi lính đánh thuê xuất chiến, tăng 35 điểm tất cả tấn công tối đa của lính đánh thuê và người chơi",
s93L3Desc="Khi lính đánh thuê xuất chiến, tăng 50 điểm tất cả tấn công tối đa của lính đánh thuê và người chơi",
s93L4Desc="Khi lính đánh thuê xuất chiến, tăng 70 điểm tất cả tấn công tối đa của lính đánh thuê và người chơi",
s93L5Desc="Khi lính đánh thuê xuất chiến, tăng 100 điểm tất cả tấn công tối đa của lính đánh thuê và người chơi",
s94L1Desc="Khi lính đánh thuê xuất chiến, tăng 10 điểm tất cả phòng ngự tối đa của lính đánh thuê và người chơi",
s94L2Desc="Khi lính đánh thuê xuất chiến, tăng 15 điểm tất cả phòng ngự tối đa của lính đánh thuê và người chơi",
s94L3Desc="Khi lính đánh thuê xuất chiến, tăng 20 điểm tất cả phòng ngự tối đa của lính đánh thuê và người chơi",
s94L4Desc="Khi lính đánh thuê xuất chiến, tăng 35 điểm tất cả phòng ngự tối đa của lính đánh thuê và người chơi",
s94L5Desc="Khi lính đánh thuê xuất chiến, tăng 50 điểm tất cả phòng ngự tối đa của lính đánh thuê và người chơi",


s96L1Desc="Kỹ năng đua ngựa, có thể giúp bản thân tàng hình để tránh bị đồ đằng chủ động tấn công",
s97L1Desc="Kỹ năng đua ngựa, có thể tăng tốc độ di chuyển của bản thân",
s98L1Desc="Kỹ năng đua ngựa, có thể khiến mục tiêu trong phạm vi 3X3 ngã ngựa và giảm tốc độ di chuyển",


s137L1Desc="Bị động tăng 1 điểm may mắn cho lính đánh thuê",
s137L2Desc="Bị động tăng 2 điểm may mắn cho lính đánh thuê",
s137L3Desc="Bị động tăng 3 điểm may mắn cho lính đánh thuê",
s137L4Desc="Bị động tăng 4 điểm may mắn cho lính đánh thuê",
s137L5Desc="Bị động tăng 5 điểm may mắn cho lính đánh thuê",
s141L1Desc="Khiến kinh nghiệm lính đánh thuê nhận được tăng 10%, hiệu ứng này có thể cộng dồn với các BUFF tăng kinh nghiệm khác",
s141L2Desc="Khiến kinh nghiệm lính đánh thuê nhận được tăng 15%, hiệu ứng này có thể cộng dồn với các BUFF tăng kinh nghiệm khác",
s141L3Desc="Khiến kinh nghiệm lính đánh thuê nhận được tăng 20%, hiệu ứng này có thể cộng dồn với các BUFF tăng kinh nghiệm khác",
s141L4Desc="Khiến kinh nghiệm lính đánh thuê nhận được tăng 27%, hiệu ứng này có thể cộng dồn với các BUFF tăng kinh nghiệm khác",
s141L5Desc="Khiến kinh nghiệm lính đánh thuê nhận được tăng 35%, hiệu ứng này có thể cộng dồn với các BUFF tăng kinh nghiệm khác",

s159L1Desc="Tăng 50 tốc độ di chuyển và 2% tấn công vật lý tối đa cho bản thân, kéo dài 6 giây!",
s159L2Desc="Tăng 100 tốc độ di chuyển và 4% tấn công vật lý tối đa cho bản thân, kéo dài 6 giây!",
s159L3Desc="Tăng 150 tốc độ di chuyển và 6% tấn công vật lý tối đa cho bản thân, kéo dài 6 giây!",
s160L1Desc="Gây 100% sát thương ma pháp, đồng thời giảm 70% tốc độ tấn công của mục tiêu, kéo dài 5 giây!",
s160L2Desc="Gây 110% sát thương ma pháp, đồng thời giảm 80% tốc độ tấn công của mục tiêu, kéo dài 5 giây!",
s160L3Desc="Gây 120% sát thương ma pháp, đồng thời giảm 90% tốc độ tấn công của mục tiêu, kéo dài 5 giây!",
s161L1Desc="Hút năng lượng của mục tiêu, gây 120% sát thương đạo thuật, đồng thời có thể giảm 100 điểm cộng thêm 5% sát thương đạo thuật vào tấn công của mục tiêu, bản thân có thể tăng tấn công đạo thuật tối đa tương ứng, kéo dài 15 giây!",
s161L2Desc="Hút năng lượng của mục tiêu, gây 140% sát thương đạo thuật, đồng thời có thể giảm 200 điểm cộng thêm 7% sát thương đạo thuật vào tấn công của mục tiêu, bản thân có thể tăng tấn công đạo thuật tối đa tương ứng, kéo dài 15 giây!",
s161L3Desc="Hút năng lượng của mục tiêu, gây 160% sát thương đạo thuật, đồng thời có thể giảm 300 điểm cộng thêm 10% sát thương đạo thuật vào tấn công của mục tiêu, bản thân có thể tăng tấn công đạo thuật tối đa tương ứng, kéo dài 15 giây!",

s170L1Desc="Bị động: Tăng 3% phòng ngự của bản thân",
s170L2Desc="Bị động: Tăng 6% phòng ngự của bản thân",
s170L3Desc="Bị động: Tăng 10% phòng ngự của bản thân",
s171L1Desc="Bị động: Tăng 3% tấn công của bản thân",
s171L2Desc="Bị động: Tăng 6% tấn công của bản thân",
s171L3Desc="Bị động: Tăng 10% tấn công của bản thân",
s172L1Desc="Bị động: Tăng 3% giới hạn máu và giới hạn mana tối đa của bản thân",
s172L2Desc="Bị động: Tăng 6% giới hạn máu và giới hạn mana tối đa của bản thân",
s172L3Desc="Bị động: Tăng 10% giới hạn máu và giới hạn mana tối đa của bản thân",

s192L1Desc="Có thể di chuyển nhanh đến bên cạnh người chơi trong phạm vi 5 ô, và giảm 50 tốc độ di chuyển, kéo dài 0.5 giây",
s192L2Desc="Có thể di chuyển nhanh đến bên cạnh người chơi trong phạm vi 5 ô, và giảm 50 tốc độ di chuyển, kéo dài 1 giây",
s192L3Desc="Có thể di chuyển nhanh đến bên cạnh người chơi trong phạm vi 5 ô, và giảm 50 tốc độ di chuyển, kéo dài 1.5 giây",

s193L1Desc="Cố định giảm 5% chính xác của mục tiêu, và giảm 3% tấn công vật lý tối đa, kéo dài 10 giây",
s193L2Desc="Cố định giảm 10% chính xác của mục tiêu, và giảm 6% tấn công vật lý tối đa, kéo dài 10 giây",
s193L3Desc="Cố định giảm 15% chính xác của mục tiêu, và giảm 9% tấn công vật lý tối đa, kéo dài 10 giây",

s207L1Desc="Sau khi sử dụng, bản thân được tăng tốc, kéo dài 5 giây",
s208L1Desc="Thi triển lên mục tiêu, khiến đối phương bị giảm tốc, kéo dài 5 giây",
s209L1Desc="Thi triển kỹ năng định thân lên một người chơi, thời gian định thân 3 giây",
s210L1Desc="Sau khi sử dụng, bản thân tàng hình, kéo dài 5 giây",
s211L1Desc="Sau khi sử dụng, khinh bỉ đối phương một cái thật mạnh",
s212L1Desc="Sau khi sử dụng, đặt một vỏ chuối có thể làm trượt ngã người giẫm phải",
s213L1Desc="Sau khi sử dụng, tất cả người chơi gần bản thân mất kiểm soát 3 giây.",
s214L1Desc="Quái vật chuối giẫm đạp AI, kỹ năng hỗn loạn đơn thể kích hoạt khi chết.",
s224L1Desc="Ẩn giấu hình thể bản thân khiến người chơi và quái vật không thể phát hiện sự tồn tại của mình. Kéo dài 20 giây.",
s225L1Desc="Gây sát thương bằng 130% tấn công tối đa của bản thân lên mục tiêu và kẻ địch trong phạm vi của mục tiêu.",
s226L1Desc="Truyền tống tức thời đến vị trí chuột chỉ định.",
s255L1Desc="Có thể nhận vĩnh viễn thuộc tính tấn công vật lý tối đa +1000, tấn công ma pháp tối đa +1000, tấn công đạo thuật tối đa +1000.",
s256L1Desc="Triệu hồi hỏa cầu từ không trung tấn công mục tiêu, gây 100% tấn công ma pháp cộng thêm 160 điểm sát thương ma pháp cho mục tiêu trong phạm vi 5*5",
s256L2Desc="Triệu hồi hỏa cầu từ không trung tấn công mục tiêu, gây 120% tấn công ma pháp cộng thêm 160 điểm sát thương ma pháp cho mục tiêu trong phạm vi 5*5",
s256L3Desc="Triệu hồi hỏa cầu từ không trung tấn công mục tiêu, gây 140% tấn công ma pháp cộng thêm 160 điểm sát thương ma pháp cho mục tiêu trong phạm vi 5*5",
s256L4Desc="Triệu hồi hỏa cầu từ không trung tấn công mục tiêu, gây 160% tấn công ma pháp cộng thêm 160 điểm sát thương ma pháp cho mục tiêu trong phạm vi 5*5",
s257L1Desc="Giải trừ hiệu ứng trúng độc và giảm phòng ngự từ kỹ năng thi độc của mục tiêu Chúc Cốt",
s257L2Desc="Giải trừ hiệu ứng trúng độc và giảm phòng ngự từ kỹ năng thi độc của mục tiêu Chúc Cốt",
s257L3Desc="Giải trừ hiệu ứng trúng độc và giảm phòng ngự từ kỹ năng thi độc của mục tiêu Chúc Cốt",
s258L1Desc="Có thể nhanh chóng xung phong đến bên cạnh mục tiêu, và gây 100% sát thương vật lý",
s258L2Desc="Có thể nhanh chóng xung phong đến bên cạnh mục tiêu, và gây 110% sát thương vật lý",
s258L3Desc="Có thể nhanh chóng xung phong đến bên cạnh mục tiêu, và gây 120% sát thương vật lý",
s258L4Desc="Có thể nhanh chóng xung phong đến bên cạnh mục tiêu, và gây 150% sát thương vật lý",



buff001="Kinh nghiệm nhân đôi (Ngục giam)",
buff002="Sát thương tăng gấp bội (Quái vật ngục giam)",
buff003="Điểm kinh nghiệm ngục giam (Ngục giam)",
buff004="Hồi phục sinh lực (Ngục giam)",
}
